a,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52456312,Beauty of Central Athens 60sqm,21288829,Ioannis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.00178,23.72536,Entire home/apt,30,1,3,01-11-2021,1.05,2,343,3,1357316
52463129,Panathenaic Stadium apartment with parking & patio,149730266,Foteini,,ΣΤΑΔΙΟ,37.96575,23.74497,Entire home/apt,69,1,11,07-12-2021,5.24,1,338,11,1356739
52464030,Top floor apartment in the ❤️ of Athens,168939,Georgia,,ΒΟΤΑΝΙΚΟΣ,37.97568,23.70422,Entire home/apt,43,1,1,26-11-2021,1,1,92,1,1356830
52478763,Pristine 1BR Apartment in Ampelokipoi Area,20104194,Upstreet,,ΑΜΠΕΛΟΚΗΠΟΙ,37.990974,23.758076,Entire home/apt,97,1,2,31-10-2021,0.81,74,360,2,1182759
52480698,WSD Baia Lux Modern New 1BD Suite -S1,407200868,W.S.D Home Inn,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.95989,23.7204,Entire home/apt,25,1,4,02-12-2021,1.79,19,350,4,Exempt
52483956,Stunning Apartment Semeli in picturesque Koukaki,184971311,Konstantinos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96558,23.72435,Entire home/apt,130,1,0,,,14,266,0,1357215
52485142,Modern Apartment with 360 Rooftop City Views,37488992,Jon,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96163,23.73486,Entire home/apt,129,3,0,,,1,365,0,1357401
52485918,WSD Baia Lux  stylish New 1 BD Suite - F1,407200868,W.S.D Home Inn,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96157,23.7213,Entire home/apt,29,1,2,21-11-2021,1.18,19,342,2,Exempt
52486036,WSD Baia Luxury Stylish 1BD Suite - S2,407200868,W.S.D Home Inn,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96159,23.72134,Entire home/apt,29,1,7,12-12-2021,3.04,19,347,7,Exempt
52486085,Romantic apartment with jacuzzi 400-meter from metro,353412189,Viktor,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9639,23.72367,Entire home/apt,118,1,2,08-12-2021,1.11,7,233,2,1067860
52492292,Tranquil Loft | Newly Renovated | Historic Centre,196117447,Mary,,ΚΕΡΑΜΕΙΚΟΣ,37.98052,23.72207,Entire home/apt,61,1,14,08-12-2021,5.53,1,351,14,1354480
52506471,Central Top Floor Artistic Penthouse 40m2 balcony,341069421,Nick,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98997,23.72856,Entire home/apt,60,2,5,14-11-2021,2.08,1,0,5,1361956
52507116,Merilyn Central Apartment,135482892,Home+,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96204,23.72755,Entire home/apt,30,1,2,29-11-2021,0.8,41,304,2,339825
52507717,Spacious Apartment In Athens,195935153,Avi,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.987904,23.740417,Entire home/apt,39,2,0,,,1,342,0,1360928
52521041,Acropolis apartment @ Spa services @ jacuzzi,278825381,LiveLikeLocal,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96528,23.72419,Entire home/apt,129,1,0,,,15,0,0,1358940
52524539,Cosy 'n Quiet 5th floor apartment Downtown Athens,36836623,Panos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98861,23.72942,Entire home/apt,45,3,1,18-11-2021,0.83,2,332,1,1360439
52542662,WineSpa#5 Private room in Athens Historical center,422745089,Nassis,,ΠΑΓΚΡΑΤΙ,37.9703,23.74447,Private room,18,1,1,01-11-2021,0.57,13,180,1,756935
52543562,WineSpa4 Private room in Athens Historical center,422745089,Nassis,,ΠΑΓΚΡΑΤΙ,37.97215,23.74433,Private room,17,1,2,03-12-2021,1.4,13,180,2,756934
52546046,"Athens Great View Kolonaki, Lycabettus",240367992,Gpm,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98445,23.73995,Entire home/apt,61,1,5,05-12-2021,1.85,29,365,5,1394204
52551546,Minimal 2BD loft-heart of Athens- private garage,95809980,Nikolaos,,ΠΕΤΡΑΛΩΝΑ,37.967808,23.704739,Entire home/apt,28,2,4,22-12-2021,1.56,1,349,4,1359346
52552823,Acropolis view at Panathinaic stadium,200998112,George,,ΣΤΑΔΙΟ,37.96669,23.74473,Entire home/apt,69,1,12,17-12-2021,6,3,82,12,1365485
52559026,The Dilan // Bunk,6010917,Ilias & Danae,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96504,23.72866,Entire home/apt,120,1,0,,,7,362,0,1173869
52559164,Two Βedrooms Suites G_02 G_03,424307898,Leonidas,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.967937,23.730389,Private room,150,1,1,07-11-2021,0.64,5,358,1,1370777
52560013,"Deluxe Room A_4,A_5,A_6,A_7",424307898,Leonidas,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96801,23.730337,Private room,114,1,1,14-11-2021,0.75,5,361,1,1370800
52560212,"Junior Suites A_08, B_09",424307898,Leonidas,,ΝΕΟΣ ΚΟΣΜΟΣ,37.963741,23.727423,Private room,184,1,0,,,5,365,0,1370984
52560491,"Deluxe Room with Balcony B_10, C_11",424307898,Leonidas,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.968021,23.730406,Private room,150,1,1,11-12-2021,1,5,354,1,1371030
52560493,Athens View Rooftop Loft by the HostMaster,177854704,Emmanuela,,ΣΤΑΔΙΟ,37.96741,23.74437,Entire home/apt,41,1,4,28-11-2021,2.18,13,334,4,1363678
52561160,Standard Double Room 102 | Project 3 Urban Hotel,425427681,Project 3 Urban Chic Athens,,ΚΟΛΩΝΑΚΙ,37.97687,23.74076,Private room,126,1,0,,,4,358,0,1210056
52561221,"Parthenon view apartment next to Acropolis,Athens",350145220,Σταύρος,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96745,23.72608,Entire home/apt,55,2,1,28-11-2021,1,1,365,1,1376460
52564729,Cozy 1Bd Flat in Historic Centre,425454053,Luciano,,ΘΗΣΕΙΟ,37.976051,23.716578,Entire home/apt,41,2,5,01-12-2021,2.14,1,86,5,1359809
52564968,"Athens City, Apartment  #B , 100Mbps wifi",47267002,Tèo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9995,23.72277,Entire home/apt,60,3,2,02-12-2021,1.5,20,145,2,1235466
52565540,"""Giant Art Deco Apart"" Athens Centre, 3R,2.5 bath",402552805,Doukas,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98455,23.71954,Entire home/apt,52,2,3,28-11-2021,1.34,3,169,3,1350180
52566623,"OLD ATHENS 
Thission 
""Bronze & Copper Room""",424307907,Κωνσταντίνος,,ΘΗΣΕΙΟ,37.97862,23.72152,Entire home/apt,60,2,0,,,1,364,0,1194427
52577315,Όμορφο ήσυχο διαμέρισμα σε πολυκατοικία με κήπο,425570637,Θωμαη,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95316,23.72732,Entire home/apt,63,1,0,,,1,47,0,1312970
52581171,"Katsanis luxury apt., stunning view of acropolis",128118540,Stelios,,ΑΚΡΟΠΟΛΗ,37.972992,23.720387,Entire home/apt,80,2,7,21-12-2021,3.23,2,138,7,1356845
52581929,Comfortable room with direct view to Acropolis,425441414,Diogenes,,ΑΚΡΟΠΟΛΗ,37.97581,23.72366,Private room,57,1,1,10-10-2021,0.4,13,365,1,1354560
52590425,OneStep Suite in Athens Historical center - Enjoy!,422745089,Nassis,,ΣΤΑΔΙΟ,37.9699,23.74183,Entire home/apt,21,1,3,21-11-2021,1.22,13,180,3,210708
52590734,Athens Neoclassical,430062417,Ilias,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.982193,23.721144,Entire home/apt,28,1,1,14-11-2021,0.75,1,339,1,1368146
52594482,Cozy apartment Lycabetus View@Panathinaic stadium,200998112,George,,ΣΤΑΔΙΟ,37.96815,23.74316,Entire home/apt,40,1,13,15-12-2021,5.82,3,86,13,1365443
52594851,Acropolis view for 7 at Panathinaic Stadium,200998112,George,,ΣΤΑΔΙΟ,37.96776,23.74435,Entire home/apt,150,1,0,,,3,82,0,1360343
52598124,Single bed in mixed dorm in the center of Athens,425441414,Diogenes,,ΘΗΣΕΙΟ,37.97666,23.72246,Shared room,12,1,0,,,13,365,0,1350133
52598263,Single bed in mixed dorm in the center of Athens,425441414,Diogenes,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97603,23.72425,Shared room,13,1,0,,,13,365,0,1351049
52598436,Single bed in mixed dorm in the center of Athens,425441414,Diogenes,,ΘΗΣΕΙΟ,37.97716,23.72252,Shared room,13,1,6,21-12-2021,2.31,13,363,6,1351054
52604548,Cozy apartment in Exarcia district,65714690,Home,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98833,23.7344,Entire home/apt,41,2,1,11-12-2021,1,17,363,1,1296640
52606055,Great Acropolis view apartment in City Center,1621474,Mint,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98298,23.72263,Entire home/apt,49,1,1,24-10-2021,0.49,82,360,1,601996
52606488,Elegant apt in Exarchia,65714690,Home,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98922,23.73755,Entire home/apt,41,2,1,18-12-2021,1,17,355,1,1296661
52606856,Bohemian Junior Suite 301 I Project 3 Urban Hotel,425427681,Project 3 Urban Chic Athens,,ΚΟΛΩΝΑΚΙ,37.97897,23.74041,Private room,161,1,0,,,4,365,0,1210056
52606941,Urban Suite w Balcony 302 I Project 3 Urban Hotel,425427681,Project 3 Urban Chic Athens,,ΚΟΛΩΝΑΚΙ,37.97708,23.74082,Private room,171,1,0,,,4,361,0,1210056
52607088,Studio A2,158835185,Antreas,,ΓΟΥΔΙ,37.98396,23.75962,Entire home/apt,47,1,0,,,11,247,0,1148250
52607106,Studio C2,158835185,Antreas,,ΓΟΥΔΙ,37.98408,23.76162,Entire home/apt,47,1,0,,,11,249,0,1102537
52607129,Apartment C1,158835185,Antreas,,ΓΟΥΔΙ,37.98431,23.7602,Entire home/apt,52,1,0,,,11,248,0,1102154
52607205,Apartment E1,158835185,Antreas,,ΓΟΥΔΙ,37.98449,23.76023,Entire home/apt,52,1,0,,,11,249,0,1075525
52607226,Studio D2,158835185,Antreas,,ΓΟΥΔΙ,37.98273,23.76156,Entire home/apt,47,1,0,,,11,242,0,1109263
52616829,Modern apartment 2 minutes from metro,79106915,Alex,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98494,23.75544,Entire home/apt,32,3,0,,,3,86,0,Exempt
52622567,Cozy house near the center,362088261,Lesya,,ΚΟΛΩΝΟΣ,37.99971669,23.71643288,Entire home/apt,48,2,0,,,1,221,0,372454
52623660,A big lovely sunny apartment at Plateia Koliat...,240367992,Gpm,,ΠΑΤΗΣΙΑ,38.01021,23.73297,Entire home/apt,54,1,1,13-11-2021,0.73,29,365,1,1354720
52624282,Orama 2BDR homm in Ampelokipoi,29927830,Homm ®,,ΓΟΥΔΙ,37.984177,23.762293,Entire home/apt,55,2,2,14-11-2021,1.3,153,275,2,1342785
52625403,Ομορφο διαμερισμα με ολες τις παροχες στην Αθηνα,36119775,Polyvios,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9593,23.72346,Entire home/apt,30,2,3,01-12-2021,1.45,1,266,3,1358270
52625664,Designed studio near Monastiraki Square: Triple A1,3296820,Ronen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97879,23.72921,Entire home/apt,10,1,9,29-11-2021,4.09,20,286,9,174959325
52626347,Πανέμορφο διαμέρισμα σε μοντέρνα πολυκατοικία!!,426010592,Μαρινα,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96571,23.74022,Entire home/apt,64,7,0,,,1,363,0,1366860
52626730,Designed studio near Monastiraki Square: Triple A2,3296820,Ronen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9786,23.72717,Entire home/apt,7,1,6,11-12-2021,3.21,20,284,6,174959325
52627581,Designed studio near Monastiraki Square: Triple A3,3296820,Ronen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97742,23.72737,Entire home/apt,17,1,9,10-12-2021,4.58,20,285,9,174959325
52627794,Designed studio + Breakfast near Monastiraki SQR-4,3296820,Ronen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97904,23.72904,Entire home/apt,9,1,5,14-11-2021,2.42,20,287,5,174959325
52627933,Cute Studio 5min from the Subway,1621474,Mint,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99011,23.75764,Entire home/apt,40,1,3,02-11-2021,1.23,82,365,3,1359760
52629097,Designed 1BR near Monastiraki Square: Triple A5,3296820,Ronen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97757,23.72913,Entire home/apt,11,1,8,08-12-2021,3.58,20,356,8,174959325
52629367,Designed studio near Monastiraki Square: Triple A6,3296820,Ronen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97712,23.7276,Entire home/apt,8,1,5,28-11-2021,2.5,20,284,5,174959325
52629637,Designed studio near Monastiraki Square: Triple A7,3296820,Ronen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97735,23.72897,Entire home/apt,11,1,8,18-12-2021,3.69,20,284,8,174959325
52629783,Designed studio near Monastiraki Square: Triple A8,3296820,Ronen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97719,23.72869,Entire home/apt,12,1,3,09-11-2021,1.55,20,282,3,174959325
52631861,Renovated apartment next to metro station,216607436,Chara,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9585,23.73717,Entire home/apt,45,1,7,19-12-2021,5.25,1,361,7,1357076
52641686,Όμορφο διαμέρισμα στο κέντρο της Αθηνας,71538110,Νταιανα,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.000301,23.731186,Entire home/apt,20,2,2,03-12-2021,1.4,2,354,2,1364457
52642794,Xmas decorateStunning  Metaxourgeio metro 6 people,313704025,Tom,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98734,23.72027,Entire home/apt,60,2,8,21-12-2021,3.69,1,71,8,1247686
52643922,Stylish & cozy apt in Exarchia,65714690,Home,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98633,23.73399,Entire home/apt,41,2,3,23-11-2021,1.7,17,358,3,1296635
52645677,Luxury 2-Bedroom Apartment in the Center of Athens,357976509,Γιώργος,,ΙΛΙΣΙΑ,37.97756,23.75523,Entire home/apt,75,2,1,30-10-2021,0.55,1,356,1,1362676
52654345,Luxurious stone and wood VILLA at Mets,99353246,Giota,,ΓΟΥΒΑ,37.9600224,23.73869133,Entire home/apt,69,3,0,,,4,302,0,16431163
52662157,Deluxe Double Room 103 I Project 3 Urban Hotel,425427681,Project 3 Urban Chic Athens,,ΚΟΛΩΝΑΚΙ,37.97918,23.74085,Private room,140,1,0,,,4,365,0,1210056
52663856,"* Acropolis view, heated jacuzzi rooftop studio *",240612421,Yannis & Tax,,ΣΤΑΔΙΟ,37.96567,23.73512,Entire home/apt,159,2,17,21-12-2021,6.99,9,318,17,1362474
52663890,Fabulous Apartment in Athens Downtown,420517939,Aggelos,,ΠΑΓΚΡΑΤΙ,37.97331,23.74707,Entire home/apt,54,2,1,25-10-2021,0.5,2,341,1,55559999701
52667625,WSD Baia Stylish Comfort NEW One Bedroom Apt F2,407200868,W.S.D Home Inn,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96145,23.72119,Entire home/apt,29,1,4,28-11-2021,1.94,19,359,4,Exempt
52670420,Lovely apartment in Pagrati,426357932,Salwa,,ΠΑΓΚΡΑΤΙ,37.963795,23.749016,Entire home/apt,44,2,1,16-11-2021,0.79,1,0,1,1362002
52679734,Two Bedroom renovated apartment near the Subway,135482892,Home+,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96409,23.72895,Entire home/apt,40,1,3,16-11-2021,2.09,41,315,3,1362899
52686555,Dave Red Athens - Urban room,426483140,Nikolaos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98623,23.72721,Private room,57,1,0,,,1,312,0,1152227
52699466,"Clean, comfortable apartment near the tram",426488294,Hui,,ΝΕΟΣ ΚΟΣΜΟΣ,37.955097,23.721863,Entire home/apt,35,1,2,15-11-2021,1.15,2,171,2,1362655
52702314,Single bed in mixed dorm in the center of Athens,425441414,Diogenes,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97586,23.72417,Shared room,13,1,0,,,13,365,0,1351060
52702396,Single bed in mixed dorm in the center of Athens,425441414,Diogenes,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97585,23.72366,Shared room,13,1,0,,,13,357,0,1353042
52702508,Single bed in mixed dorm in the center of Athens,425441414,Diogenes,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97593,23.7239,Shared room,13,1,0,,,13,365,0,1353170
52702546,Single bed in mixed dorm in the center of Athens,425441414,Diogenes,,ΘΗΣΕΙΟ,37.97722,23.72242,Shared room,13,1,0,,,13,365,0,1353404
52702576,Single bed in mixed dorm in the center of Athens,425441414,Diogenes,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97579,23.72457,Shared room,13,1,1,24-11-2021,1,13,365,1,1353813
52702621,Single bed in mixed dorm in the center of Athens,425441414,Diogenes,,ΘΗΣΕΙΟ,37.97662,23.72219,Shared room,13,1,0,,,13,365,0,1353914
52702663,Single bed in mixed dorm in the center of Athens,425441414,Diogenes,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97584,23.724,Shared room,13,1,0,,,13,365,0,1353920
52702686,Single bed in mixed dorm in the center of Athens,425441414,Diogenes,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97573,23.72444,Shared room,13,1,0,,,13,365,0,1354119
52702707,Single bed in mixed dorm in the center of Athens,425441414,Diogenes,,ΘΗΣΕΙΟ,37.9765,23.72219,Shared room,13,1,0,,,13,365,0,1354210
52702761,heart of Athens Thisio,154790741,Κωνσταντινος,,ΘΗΣΕΙΟ,37.97551,23.71752,Entire home/apt,51,1,1,02-11-2021,0.58,1,349,1,Exempt
52703821,Elizabeth spacious apartment,32948108,Michalis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99685,23.72704,Entire home/apt,30,2,0,,,9,364,0,1363817
52714041,Central Athens 1B/R Apartment - 4th floor,59376128,Vaki,,ΑΝΩ ΚΥΨΕΛΗ,38.00303,23.74401,Entire home/apt,24,1,2,25-11-2021,0.98,4,353,2,1366264
52714626,Central Athens 2B/R Apartment- 3rd floor,59376128,Vaki,,ΚΥΨΕΛΗ,37.99983,23.7418,Entire home/apt,20,1,1,21-11-2021,0.91,4,349,1,1370469
52726047,WSD Baia Lux New 1BD Acr Mountain View Suite E2,407200868,W.S.D Home Inn,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96049,23.72119,Entire home/apt,37,1,11,22-12-2021,4.71,19,357,11,Exempt
52727686,LUXURY Apartment in the city center!,135615207,Οδυσσεας,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99513779,23.72607128,Entire home/apt,40,2,0,,,2,354,0,1395465
52730651,"Stylish studio, easy access, centrally located",333699103,Hestia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98989,23.73525,Entire home/apt,101,1,0,,,21,365,0,1216945
52731046,Joy | 45m² apartment in the center of Athens,38499213,Spiros,,ΝΕΑ ΚΥΨΕΛΗ,37.99923,23.74595,Entire home/apt,45,2,2,18-12-2021,2,4,327,2,1374807
52731166,1BDR modern apartment near metro &main attractions,333699103,Hestia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98983,23.7368,Entire home/apt,103,1,0,,,21,365,0,1216945
52744030,[Bonni] - Modern flat in central Athens #1,219394325,Develop Trust,,ΚΥΨΕΛΗ,38.00138,23.73379,Entire home/apt,31,3,4,22-11-2021,2.03,24,352,4,1363683
52744529,[Bonni] - Modern flat in Central Athens #2,219394325,Develop Trust,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00154,23.73317,Entire home/apt,39,3,2,22-11-2021,1,24,354,2,1363716
52744828,[Bonni] - Modern flat in Central Athens #5,219394325,Develop Trust,,ΚΥΨΕΛΗ,38.0013,23.73507,Entire home/apt,40,3,3,21-11-2021,1.41,24,236,3,1365055
52746020,Chique suite with Veranda in Athens,132091538,Nickolas,,ΠΑΤΗΣΙΑ,38.01437,23.73294,Entire home/apt,55,1,1,19-12-2021,1,3,89,1,1227631
52746774,"1BDR, modern with park view, hype location",333699103,Hestia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99043,23.73537,Entire home/apt,112,1,0,,,21,365,0,1216945
52746943,"1BDR stylish, brand new, ideally located,park view",333699103,Hestia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99006,23.73531,Entire home/apt,121,1,0,,,21,365,0,1216945
52747104,"2BDR family friendly, fully equipped, ideal spot",333699103,Hestia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98989,23.73693,Entire home/apt,129,1,0,,,21,365,0,1216945
52747353,"2BDR with amazing landscape views, easy access",333699103,Hestia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99023,23.7355,Entire home/apt,129,1,0,,,21,365,0,1216945
52752007,Acropolis House w/Courtyard & Studio,2539665,Pygmalion,,ΘΗΣΕΙΟ,37.97478,23.71883,Entire home/apt,100,2,0,,,10,288,0,1045258
52752849,Chic & Minimal Apt. 5 min from Metro,144814182,Dropebnb,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00293,23.727871,Entire home/apt,45,2,2,14-11-2021,0.88,11,362,2,1308633
